order_id,order_item_id,customer_id,creation_date,completion_date,product_id,qnt,cost,category_id
21,1,989,2018-01-03 01:51:34,2018-01-11 22:55:25,sam2,3,150,Samsung
22,1,568,2018-01-06 03:50:46,2018-01-24 02:04:12,app3,3,520,Apple
22,2,568,2018-01-07 18:22:19,2018-01-11 13:51:31,htc3,2,220,HTC
23,1,563,2018-01-04 12:33:38,2018-01-28 06:33:46,htcone,2,100,HTC
23,2,563,2018-01-07 10:54:56,2018-01-23 13:19:10,htcone,2,100,HTC
24,1,37,2018-01-04 20:47:16,2018-01-18 12:09:22,app3,2,520,Apple
25,1,922,2018-01-01 10:10:15,2018-01-18 16:03:46,sam2,3,150,Samsung
25,2,922,2018-01-03 08:03:23,2018-01-15 10:08:52,sam1,1,200,Samsung
25,3,922,2018-01-02 03:45:10,2018-01-26 02:04:26,htc3,2,220,HTC
26,1,952,2018-01-02 13:19:17,2018-01-12 00:34:52,app3,2,520,Apple
26,2,952,2018-01-08 21:28:41,2018-01-20 21:33:24,sam3,3,20,Samsung
26,3,952,2018-01-08 09:34:47,2018-01-19 16:24:26,app1,2,300,Apple
27,1,472,2018-01-02 18:19:49,2018-01-28 21:40:58,sam2,3,150,Samsung
27,2,472,2018-01-06 01:21:38,2018-01-21 14:39:16,sam1,3,200,Samsung
27,3,472,2018-01-07 12:51:28,2018-01-22 03:18:07,app2,3,10,Apple
28,1,152,2018-01-04 10:55:05,2018-01-27 00:49:41,app1,3,300,Apple
28,2,152,2018-01-07 16:37:39,2018-01-21 19:08:49,htc2,3,110,HTC
28,3,152,2018-01-08 15:12:11,2018-01-10 11:12:57,htc2,2,110,HTC
29,1,482,2018-01-01 09:05:32,2018-01-23 19:01:12,htcone,3,100,HTC
29,2,482,2018-01-07 15:28:09,2018-01-24 03:59:06,htc3,3,220,HTC
29,3,482,2018-01-01 03:41:00,2018-01-17 18:48:56,app2,3,10,Apple
29,4,482,2018-01-03 16:53:21,2018-01-20 13:29:05,htc3,1,220,HTC
30,1,387,2018-01-07 07:16:28,2018-01-12 05:27:51,app2,3,10,Apple
31,1,833,2018-01-04 06:06:25,2018-01-20 20:30:15,sam2,1,150,Samsung
32,1,33,2018-01-07 11:57:11,2018-01-28 10:25:08,sam3,1,20,Samsung
32,2,33,2018-01-06 10:59:06,2018-01-11 21:03:01,sam1,2,200,Samsung
32,3,33,2018-01-02 22:32:51,2018-01-17 14:31:58,app1,3,300,Apple
33,1,721,2018-01-07 21:22:39,2018-01-17 10:43:10,sam2,2,150,Samsung
33,2,721,2018-01-06 08:12:51,2018-01-30 23:21:07,sam3,3,20,Samsung
33,3,721,2018-01-02 01:08:05,2018-01-21 07:38:03,htc3,1,220,HTC
33,4,721,2018-01-08 00:16:57,2018-01-21 07:12:23,app3,1,520,Apple
34,1,519,2018-01-01 05:05:58,2018-01-16 18:10:33,sam1,2,200,Samsung
34,2,519,2018-01-06 05:22:45,2018-01-24 12:51:46,sam2,1,150,Samsung
35,1,580,2018-01-03 20:48:52,2018-01-24 00:03:50,htcone,3,100,HTC
35,2,580,2018-01-08 08:43:08,2018-01-29 22:47:54,htcone,3,100,HTC
36,1,169,2018-01-02 15:28:29,2018-01-15 21:02:10,sam3,3,20,Samsung
36,2,169,2018-01-05 20:54:44,2018-01-11 11:26:49,htc3,1,220,HTC
36,3,169,2018-01-07 20:20:55,2018-01-20 18:49:03,sam2,3,150,Samsung
37,1,970,2018-01-07 21:46:41,2018-01-17 17:01:31,app2,2,10,Apple
37,2,970,2018-01-03 14:57:37,2018-01-14 20:40:30,app3,2,520,Apple
37,3,970,2018-01-05 19:57:23,2018-01-11 08:02:52,app1,1,300,Apple
38,1,953,2018-01-05 06:57:31,2018-01-23 20:13:54,sam1,3,200,Samsung
39,1,658,2018-01-05 12:19:13,2018-01-28 05:04:01,sam3,3,20,Samsung
39,2,658,2018-01-04 05:36:05,2018-01-21 15:07:55,app3,2,520,Apple
40,1,644,2018-01-03 15:23:10,2018-01-22 20:12:14,htcone,3,100,HTC
40,2,644,2018-01-02 20:50:48,2018-01-27 21:51:20,sam2,3,150,Samsung
41,1,409,2018-01-01 04:51:33,2018-01-24 13:43:40,htc2,2,110,HTC
42,1,725,2018-01-07 16:08:43,2018-01-18 04:10:35,sam1,2,200,Samsung
42,2,725,2018-01-05 21:57:15,2018-01-09 17:33:00,app2,3,10,Apple
42,3,725,2018-01-01 18:53:56,2018-01-10 13:00:44,sam2,1,150,Samsung
42,4,725,2018-01-05 03:32:39,2018-01-10 11:08:53,sam1,2,200,Samsung
43,1,439,2018-01-04 10:28:50,2018-01-21 19:42:57,sam1,3,200,Samsung
44,1,447,2018-01-04 14:48:51,2018-01-13 13:44:57,htcone,3,100,HTC
45,1,619,2018-01-07 19:31:00,2018-01-23 05:17:42,app2,2,10,Apple
46,1,846,2018-01-03 19:03:48,2018-01-21 03:47:10,sam2,1,150,Samsung
46,2,846,2018-01-08 13:44:08,2018-01-20 03:54:27,sam3,2,20,Samsung
46,3,846,2018-01-06 06:53:56,2018-01-17 23:46:06,app2,3,10,Apple
46,4,846,2018-01-04 12:32:36,2018-01-20 04:31:47,app1,3,300,Apple
47,1,420,2018-01-02 20:19:22,2018-01-11 12:46:15,sam2,1,150,Samsung
48,1,324,2018-01-05 08:49:42,2018-01-16 09:50:17,app2,2,10,Apple
48,2,324,2018-01-07 15:35:00,2018-01-24 13:28:44,sam1,3,200,Samsung
49,1,718,2018-01-08 06:52:23,2018-01-10 08:21:03,app2,2,10,Apple
50,1,420,2018-01-02 12:27:25,2018-01-16 03:27:59,sam3,1,20,Samsung
51,1,610,2018-01-06 11:50:23,2018-01-30 12:46:55,app1,3,300,Apple
51,2,610,2018-01-06 05:25:57,2018-01-31 22:43:47,app2,2,10,Apple
52,1,251,2018-01-07 09:48:18,2018-01-21 10:09:32,app1,2,300,Apple
52,2,251,2018-01-05 06:10:18,2018-01-30 09:09:47,app2,2,10,Apple
52,3,251,2018-01-04 21:12:22,2018-01-20 02:08:49,htcone,1,100,HTC
53,1,292,2018-01-06 20:10:08,2018-01-14 08:54:11,htcone,1,100,HTC
53,2,292,2018-01-01 15:28:14,2018-01-31 09:56:48,app3,2,520,Apple
54,1,208,2018-01-08 03:03:20,2018-01-18 05:59:21,htc2,3,110,HTC
54,2,208,2018-01-02 00:28:31,2018-01-15 01:17:33,app2,1,10,Apple
55,1,240,2018-01-01 19:51:28,2018-01-27 14:50:55,app3,3,520,Apple
56,1,482,2018-01-05 09:14:13,2018-01-26 18:34:32,app1,3,300,Apple
56,2,482,2018-01-01 08:59:42,2018-01-10 23:05:34,sam2,1,150,Samsung
57,1,302,2018-01-07 04:56:42,2018-01-13 08:48:14,sam3,1,20,Samsung
57,2,302,2018-01-04 21:40:40,2018-01-27 18:12:36,app3,2,520,Apple
58,1,567,2018-01-01 22:35:08,2018-01-19 04:39:18,sam1,1,200,Samsung
59,1,736,2018-01-04 18:54:51,2018-01-09 19:59:57,sam1,3,200,Samsung
59,2,736,2018-01-08 04:50:07,2018-01-18 18:26:34,app1,3,300,Apple
59,3,736,2018-01-05 13:40:17,2018-01-31 21:33:49,htc3,3,220,HTC
59,4,736,2018-01-03 17:40:57,2018-01-20 10:54:29,app3,1,520,Apple
60,1,410,2018-01-01 00:48:09,2018-01-24 23:23:23,app2,2,10,Apple
60,2,410,2018-01-04 15:40:44,2018-01-17 16:05:43,htcone,1,100,HTC
60,3,410,2018-01-02 19:51:19,2018-01-30 00:25:25,htcone,1,100,HTC
61,1,561,2018-01-07 06:48:12,2018-01-29 12:43:49,htcone,3,100,HTC
61,2,561,2018-01-06 16:49:19,2018-01-11 23:57:31,app2,1,10,Apple
62,1,65,2018-01-04 16:42:37,2018-01-20 04:07:32,app2,1,10,Apple
63,1,261,2018-01-07 01:08:32,2018-01-09 02:35:35,app2,1,10,Apple
63,2,261,2018-01-07 07:04:13,2018-01-22 20:31:21,sam1,1,200,Samsung
64,1,609,2018-01-08 17:05:01,2018-01-10 12:02:33,sam3,2,20,Samsung
64,2,609,2018-01-05 08:43:34,2018-01-24 12:00:01,htc2,2,110,HTC
64,3,609,2018-01-06 12:25:12,2018-01-22 07:51:06,htc3,1,220,HTC
65,1,985,2018-01-08 03:19:56,2018-01-13 02:55:54,htc3,1,220,HTC
65,2,985,2018-01-03 21:15:25,2018-01-30 23:12:12,htcone,3,100,HTC
65,3,985,2018-01-03 08:51:12,2018-01-10 08:04:23,htc3,3,220,HTC
65,4,985,2018-01-02 06:06:04,2018-01-21 19:06:31,sam3,1,20,Samsung
66,1,62,2018-01-03 23:38:13,2018-01-17 21:57:51,htcone,3,100,HTC
67,1,20,2018-01-07 12:05:31,2018-01-12 07:17:23,sam2,2,150,Samsung
67,2,20,2018-01-04 22:33:15,2018-01-23 04:54:31,app3,3,520,Apple
68,1,603,2018-01-05 23:47:45,2018-01-14 11:39:54,app1,1,300,Apple
68,2,603,2018-01-03 10:13:14,2018-01-18 07:56:51,sam1,3,200,Samsung
68,3,603,2018-01-03 22:31:01,2018-01-20 16:48:31,htc2,1,110,HTC
69,1,254,2018-01-04 14:57:12,2018-01-30 12:25:37,sam1,2,200,Samsung
70,1,532,2018-01-06 10:48:37,2018-01-12 10:39:31,sam3,1,20,Samsung
70,2,532,2018-01-07 10:16:23,2018-01-29 13:41:42,htcone,3,100,HTC
71,1,687,2018-01-07 07:42:18,2018-01-13 12:35:38,htc2,3,110,HTC
71,2,687,2018-01-03 16:58:33,2018-01-10 17:06:50,app1,3,300,Apple
71,3,687,2018-01-01 13:03:31,2018-01-14 02:03:19,app2,3,10,Apple
71,4,687,2018-01-07 20:32:15,2018-01-20 10:02:34,htc2,1,110,HTC
72,1,681,2018-01-02 03:04:32,2018-01-23 20:37:08,sam2,1,150,Samsung
72,2,681,2018-01-04 02:15:20,2018-01-22 05:04:50,app3,2,520,Apple
72,3,681,2018-01-08 10:07:32,2018-01-20 18:41:39,htc3,1,220,HTC
72,4,681,2018-01-08 06:11:22,2018-01-24 07:21:17,app2,2,10,Apple
73,1,453,2018-01-08 00:24:32,2018-01-29 15:31:45,app1,1,300,Apple
73,2,453,2018-01-01 13:19:29,2018-01-28 00:51:43,sam2,2,150,Samsung
74,1,676,2018-01-06 20:13:33,2018-01-19 16:12:21,app2,3,10,Apple
74,2,676,2018-01-03 01:43:27,2018-01-28 08:02:53,app3,2,520,Apple
74,3,676,2018-01-04 22:40:14,2018-01-12 03:14:40,app1,2,300,Apple
75,1,980,2018-01-07 14:24:22,2018-01-14 23:11:34,sam2,1,150,Samsung
75,2,980,2018-01-02 07:40:07,2018-01-09 22:24:15,app2,3,10,Apple
75,3,980,2018-01-08 12:18:48,2018-01-13 00:13:38,app2,3,10,Apple
76,1,391,2018-01-01 07:12:46,2018-01-14 22:03:23,app2,1,10,Apple
76,2,391,2018-01-07 17:05:37,2018-01-29 03:25:59,app2,1,10,Apple
76,3,391,2018-01-02 02:42:43,2018-01-26 11:49:36,sam3,1,20,Samsung
76,4,391,2018-01-03 11:24:35,2018-01-23 12:44:17,app3,1,520,Apple
77,1,188,2018-01-05 18:34:23,2018-01-24 18:54:28,sam3,3,20,Samsung
77,2,188,2018-01-05 09:30:40,2018-01-26 21:08:20,sam1,2,200,Samsung
77,3,188,2018-01-06 23:36:06,2018-01-26 16:40:51,app3,3,520,Apple
77,4,188,2018-01-02 18:02:28,2018-01-10 17:43:42,app3,1,520,Apple
78,1,629,2018-01-07 03:09:54,2018-01-15 17:04:46,sam3,1,20,Samsung
78,2,629,2018-01-02 04:28:22,2018-01-19 19:05:11,app1,3,300,Apple
78,3,629,2018-01-08 03:14:42,2018-01-16 11:12:42,sam1,3,200,Samsung
79,1,112,2018-01-06 15:26:45,2018-01-26 18:03:10,htc3,1,220,HTC
79,2,112,2018-01-01 17:06:54,2018-01-16 10:38:50,htcone,1,100,HTC
80,1,576,2018-01-02 00:30:51,2018-01-15 17:42:01,app1,3,300,Apple
80,2,576,2018-01-05 06:41:59,2018-01-12 02:28:46,htc2,3,110,HTC
81,1,72,2018-01-03 02:12:07,2018-01-30 07:51:28,app2,2,10,Apple
81,2,72,2018-01-08 02:07:56,2018-01-23 10:11:42,sam1,2,200,Samsung
82,1,917,2018-01-05 08:29:55,2018-01-30 06:09:52,sam1,2,200,Samsung
83,1,975,2018-01-04 02:43:03,2018-01-22 04:41:18,app2,3,10,Apple
84,1,354,2018-01-06 17:44:05,2018-01-29 13:50:23,sam3,2,20,Samsung
85,1,652,2018-01-07 17:09:24,2018-01-25 02:06:33,app2,2,10,Apple
85,2,652,2018-01-05 04:10:21,2018-01-10 22:02:58,app3,2,520,Apple
85,3,652,2018-01-01 17:55:52,2018-01-30 11:46:26,sam3,2,20,Samsung
85,4,652,2018-01-05 00:21:17,2018-01-18 14:47:55,app3,1,520,Apple
86,1,124,2018-01-02 09:31:56,2018-01-12 19:34:33,app1,1,300,Apple
87,1,544,2018-01-05 16:47:13,2018-01-25 03:34:00,htc2,1,110,HTC
87,2,544,2018-01-01 04:20:51,2018-01-31 11:02:36,sam1,1,200,Samsung
87,3,544,2018-01-03 07:57:03,2018-01-27 10:09:13,sam2,1,150,Samsung
88,1,309,2018-01-01 15:41:39,2018-01-24 20:35:05,app1,1,300,Apple
88,2,309,2018-01-02 20:33:35,2018-01-09 17:08:00,sam3,3,20,Samsung
89,1,489,2018-01-04 17:06:48,2018-01-22 05:48:50,sam1,3,200,Samsung
89,2,489,2018-01-05 01:20:32,2018-01-11 16:07:50,htcone,3,100,HTC
90,1,129,2018-01-03 13:13:23,2018-01-28 11:12:10,sam1,1,200,Samsung
90,2,129,2018-01-01 21:04:32,2018-01-21 09:51:45,app3,2,520,Apple
91,1,525,2018-01-05 02:54:13,2018-01-21 12:17:08,app1,3,300,Apple
91,2,525,2018-01-03 21:51:47,2018-01-16 01:35:55,sam3,3,20,Samsung
91,3,525,2018-01-06 08:44:12,2018-01-30 02:05:31,sam2,2,150,Samsung
91,4,525,2018-01-02 09:47:48,2018-01-22 03:52:17,sam2,1,150,Samsung
92,1,174,2018-01-04 19:08:42,2018-01-29 21:41:59,htcone,2,100,HTC
92,2,174,2018-01-05 16:17:31,2018-01-18 02:12:25,sam2,2,150,Samsung
93,1,275,2018-01-07 18:14:49,2018-01-21 15:55:32,sam3,1,20,Samsung
94,1,764,2018-01-07 03:10:49,2018-01-15 22:15:46,sam3,3,20,Samsung
94,2,764,2018-01-03 06:11:27,2018-01-14 12:54:50,sam1,3,200,Samsung
95,1,61,2018-01-06 18:39:05,2018-01-28 16:50:11,app3,2,520,Apple
95,2,61,2018-01-01 11:44:25,2018-01-10 08:37:51,sam1,3,200,Samsung
96,1,257,2018-01-03 01:36:09,2018-01-18 08:18:42,htc3,1,220,HTC
96,2,257,2018-01-04 18:32:22,2018-01-15 20:22:46,app2,2,10,Apple
96,3,257,2018-01-04 02:26:22,2018-01-29 23:29:17,app3,2,520,Apple
96,4,257,2018-01-03 08:35:36,2018-01-17 11:25:07,htc2,3,110,HTC
97,1,658,2018-01-01 09:04:48,2018-01-21 08:56:00,htc3,2,220,HTC
97,2,658,2018-01-08 06:44:30,2018-01-27 01:37:36,app1,3,300,Apple
97,3,658,2018-01-03 11:37:58,2018-01-29 03:20:50,sam2,3,150,Samsung
98,1,882,2018-01-05 11:33:22,2018-01-18 00:10:50,sam3,2,20,Samsung
98,2,882,2018-01-05 15:45:34,2018-01-13 23:34:37,sam3,1,20,Samsung
98,3,882,2018-01-06 19:25:32,2018-01-20 07:22:07,sam3,2,20,Samsung
98,4,882,2018-01-05 15:38:58,2018-01-23 05:04:42,htcone,3,100,HTC
99,1,401,2018-01-02 15:25:37,2018-01-29 08:49:07,sam2,3,150,Samsung
99,2,401,2018-01-06 10:04:51,2018-01-16 08:37:06,app1,1,300,Apple
99,3,401,2018-01-02 02:55:52,2018-01-18 07:46:10,htc2,2,110,HTC
100,1,897,2018-01-01 06:44:04,2018-01-24 02:34:11,htc3,1,220,HTC
100,2,897,2018-01-07 00:03:17,2018-01-26 16:48:44,app3,3,520,Apple
100,3,897,2018-01-08 17:24:06,2018-01-15 06:06:57,sam3,1,20,Samsung
101,1,772,2018-01-05 19:10:33,2018-01-22 00:11:21,sam3,2,20,Samsung
102,1,305,2018-01-06 06:09:11,2018-01-17 11:52:14,htcone,1,100,HTC
102,2,305,2018-01-08 18:30:41,2018-01-19 17:04:03,app2,3,10,Apple
103,1,100,2018-01-06 12:03:26,2018-01-17 07:06:36,htc2,1,110,HTC
103,2,100,2018-01-02 09:35:52,2018-01-29 16:22:15,app2,3,10,Apple
103,3,100,2018-01-01 05:06:52,2018-01-27 19:56:27,htcone,1,100,HTC
104,1,194,2018-01-06 17:41:42,2018-01-30 08:19:16,htc2,1,110,HTC
104,2,194,2018-01-06 19:04:41,2018-01-23 13:30:07,htc3,1,220,HTC
104,3,194,2018-01-01 04:39:41,2018-01-26 06:27:32,htcone,2,100,HTC
104,4,194,2018-01-01 12:57:57,2018-01-19 17:03:46,app2,2,10,Apple
105,1,503,2018-01-08 12:55:39,2018-01-24 16:22:10,app1,2,300,Apple
105,2,503,2018-01-01 01:59:12,2018-01-17 03:51:10,htc2,1,110,HTC
106,1,813,2018-01-03 10:29:53,2018-01-19 06:42:32,htc2,2,110,HTC
106,2,813,2018-01-03 12:54:55,2018-01-14 14:46:17,app3,2,520,Apple
106,3,813,2018-01-05 15:09:14,2018-01-30 10:18:39,htc3,3,220,HTC
107,1,305,2018-01-01 02:51:02,2018-01-31 03:25:01,app3,2,520,Apple
108,1,758,2018-01-05 21:28:27,2018-01-19 00:52:59,htc3,2,220,HTC
109,1,279,2018-01-02 18:50:31,2018-01-26 22:20:32,app1,1,300,Apple
109,2,279,2018-01-02 23:50:18,2018-01-29 14:36:47,app2,3,10,Apple
109,3,279,2018-01-01 16:36:57,2018-01-28 14:51:25,htcone,2,100,HTC
110,1,127,2018-01-06 16:31:29,2018-01-18 14:44:36,sam2,3,150,Samsung
110,2,127,2018-01-03 02:16:11,2018-01-22 03:21:59,sam1,1,200,Samsung
110,3,127,2018-01-02 00:00:08,2018-01-28 08:18:47,sam3,2,20,Samsung
111,1,977,2018-01-06 02:39:45,2018-01-12 01:08:53,htc3,2,220,HTC
111,2,977,2018-01-06 10:50:50,2018-01-11 01:06:34,htc3,2,220,HTC
112,1,291,2018-01-02 19:19:49,2018-01-26 00:22:15,sam3,3,20,Samsung
112,2,291,2018-01-07 02:40:07,2018-01-21 10:07:49,sam3,3,20,Samsung
112,3,291,2018-01-02 18:40:35,2018-01-23 23:26:49,app2,1,10,Apple
113,1,370,2018-01-05 06:53:42,2018-01-18 15:24:16,sam3,1,20,Samsung
113,2,370,2018-01-01 23:13:48,2018-01-23 22:55:46,htc3,1,220,HTC
113,3,370,2018-01-01 19:49:22,2018-01-14 03:06:14,htc2,3,110,HTC
114,1,605,2018-01-04 13:33:24,2018-01-20 11:35:23,app1,2,300,Apple
115,1,584,2018-01-07 18:41:54,2018-01-24 22:06:29,app1,3,300,Apple
116,1,25,2018-01-04 15:52:31,2018-01-25 12:45:35,sam2,1,150,Samsung
116,2,25,2018-01-03 20:33:18,2018-01-30 18:50:27,htc2,3,110,HTC
117,1,787,2018-01-03 04:13:43,2018-01-20 02:32:14,htc3,2,220,HTC
117,2,787,2018-01-01 14:13:48,2018-01-17 18:03:09,htcone,3,100,HTC
118,1,111,2018-01-04 11:46:29,2018-01-21 10:24:04,app2,3,10,Apple
118,2,111,2018-01-07 17:46:13,2018-01-11 19:08:47,app2,2,10,Apple
119,1,584,2018-01-04 02:20:39,2018-01-19 10:32:54,sam3,3,20,Samsung
119,2,584,2018-01-01 13:44:42,2018-01-28 01:09:39,app1,1,300,Apple
120,1,12,2018-01-05 19:36:31,2018-01-17 17:09:28,htcone,1,100,HTC
120,2,12,2018-01-01 08:52:04,2018-01-16 16:01:03,app1,2,300,Apple
120,3,12,2018-01-07 23:34:47,2018-01-14 09:28:34,htc2,2,110,HTC
120,4,12,2018-01-04 16:24:44,2018-01-17 22:35:02,htc3,3,220,HTC
121,1,345,2018-01-05 00:20:32,2018-01-15 05:00:47,sam1,2,200,Samsung
122,1,832,2018-01-06 20:17:31,2018-01-11 01:55:30,sam1,3,200,Samsung
122,2,832,2018-01-06 13:20:05,2018-01-26 19:49:54,htcone,2,100,HTC
123,1,114,2018-01-05 05:09:38,2018-01-28 06:45:41,sam2,2,150,Samsung
123,2,114,2018-01-03 11:28:27,2018-01-25 09:07:52,htc3,2,220,HTC
123,3,114,2018-01-06 14:25:01,2018-01-09 01:31:45,sam3,2,20,Samsung
124,1,405,2018-01-05 09:11:33,2018-01-29 20:05:35,app3,1,520,Apple
124,2,405,2018-01-04 02:50:17,2018-01-22 12:13:25,app3,1,520,Apple
125,1,36,2018-01-08 09:29:52,2018-01-13 19:32:03,app2,2,10,Apple
125,2,36,2018-01-05 03:46:54,2018-01-25 07:10:33,app2,1,10,Apple
125,3,36,2018-01-01 08:46:15,2018-01-26 00:17:44,htcone,3,100,HTC
125,4,36,2018-01-03 21:56:16,2018-01-27 09:56:27,sam3,3,20,Samsung
126,1,808,2018-01-06 14:56:19,2018-01-19 23:21:35,htc2,3,110,HTC
127,1,793,2018-01-06 16:54:02,2018-01-24 16:34:29,sam3,1,20,Samsung
128,1,611,2018-01-01 07:58:50,2018-01-15 00:55:02,sam3,1,20,Samsung
128,2,611,2018-01-01 17:26:23,2018-01-26 02:53:50,app3,3,520,Apple
129,1,760,2018-01-03 19:49:42,2018-01-16 21:32:46,htc2,1,110,HTC
129,2,760,2018-01-06 17:05:38,2018-01-23 23:31:51,sam2,2,150,Samsung
130,1,256,2018-01-03 02:19:04,2018-01-28 20:26:51,sam2,3,150,Samsung
130,2,256,2018-01-01 08:29:06,2018-01-20 10:36:46,app2,3,10,Apple
130,3,256,2018-01-02 18:23:21,2018-01-27 05:23:56,app2,3,10,Apple
130,4,256,2018-01-08 00:43:12,2018-01-25 08:22:51,sam1,1,200,Samsung
131,1,515,2018-01-02 03:57:54,2018-01-23 19:24:29,app1,1,300,Apple
131,2,515,2018-01-07 21:13:56,2018-01-17 14:55:42,sam2,1,150,Samsung
131,3,515,2018-01-02 22:41:56,2018-01-26 21:06:21,sam3,1,20,Samsung
132,1,121,2018-01-08 20:32:41,2018-01-15 21:59:27,app1,1,300,Apple
132,2,121,2018-01-04 06:52:36,2018-01-22 19:13:57,sam1,1,200,Samsung
132,3,121,2018-01-08 07:42:15,2018-01-23 07:13:49,sam1,1,200,Samsung
133,1,154,2018-01-05 13:22:11,2018-01-18 16:55:10,app2,2,10,Apple
133,2,154,2018-01-04 23:11:44,2018-01-25 22:50:52,app1,3,300,Apple
133,3,154,2018-01-02 12:19:32,2018-01-25 09:45:10,app3,3,520,Apple
133,4,154,2018-01-02 16:11:12,2018-01-12 03:21:47,app2,2,10,Apple
134,1,852,2018-01-07 20:15:06,2018-01-25 21:54:23,htc2,3,110,HTC
